Description,Name,UNII,SMILES,Target name,Target uniprot,Target gene name,Approved
"Olaratumab (IMC-3G3) is a fully human IgG1 monoclonal antibody with antitumor activity that selectively binds the external domain of human platelet-derived growth factor receptor (PDGFR)-α with high affinity and blocks ligand binding. It is composed of two heavy chain molecule fragments and 2 light chain fragments. Studies show that the treatment of olaratumab in combination with doxorubicin resulted in significant reduction of cancer cell proliferation and tumor growth. Olaratumab was granted accelerated approval (as Lartruvo) as initial therapy to treat adults with certain types of soft tissue sarcoma (STS) in October, 2016.",Olaratumab,TT6HN20MVF,,Platelet-derived growth factor receptor alpha,P16234,PDGFRA,true
"Didesmethylrocaglamide is a naturally-occurring derivative of [rocaglamide] and belongs to a class of anti-cancer phytochemicals referred to as ""rocaglamides"" derived from plants of the genus _Aglaia_.[A186760] While traditionally used for their insecticidal benefits,[A186796] this class of compounds is now being studied for use as chemotherapeutic agents in the treatment of various leukemias, lymphomas, and carcinomas.[A186802,A186763,A186781,A186784] Of the known derivatives of rocaglamide, didesmethylrocaglamide appears to carry the most potent anti-tumour activity.[A186802,A186805]",Didesmethylrocaglamide,,COC1=CC=C(C=C1)[C@@]12OC3=CC(OC)=CC(OC)=C3[C@]1(O)[C@H](O)[C@@H]([C@H]2C1=CC=CC=C1)C(N)=O,Prohibitin; Prohibitin-2,P35232; Q99623,PHB; PHB2,false
"Cabozantinib was first approved in 2012 and is a non-specific tyrosine kinase inhibitor. It was initially approved in the US under the brand name Cometriq, which is indicated for the treatment of metastatic medullary thyroid cancer.[L15123] In 2016, a capsule formulation (Cabometyx) was approved for the treatment of advanced renal cell carcinoma, and this same formulation gained additional approval in both the US and Canada in 2019 for the treatment of hepatocellular carcinoma in previously treated patients.[L15128,L15133]",Cabozantinib,1C39JW444G,COC1=CC2=C(C=C1OC)C(OC1=CC=C(NC(=O)C3(CC3)C(=O)NC3=CC=C(F)C=C3)C=C1)=CC=N2,Cytochrome P450 3A4; Cytochrome P450 2C9; Hepatocyte growth factor receptor; Vascular endothelial growth factor receptor 2; Proto-oncogene tyrosine-protein kinase receptor Ret; Cytochrome P450 2C8,P08684; P11712; P08581; P35968; P07949; P10632,CYP3A4; CYP2C9; MET; KDR; RET; CYP2C8,true
"Renal cell carcinoma (RCC) is responsible for 3% of cancer cases[A231314] and is one of the 10 most common cancers in adults. The average age of diagnosis is between age 65 to 74.[L32529]  Tivozanib, also known as FOTIVDA, is a kinase inhibitor developed to treat adult patients with relapsed or refractory advanced renal cell carcinoma (RCC) after prior failed systemic therapies. It was approved on March 10, 2021 by the FDA. Marketed by Aveo Oncology, tivozanib is a promising therapy for individuals with RCC who have not been treated successfully with other therapies.[L32524]",Tivozanib,172030934T,COC1=C(OC)C=C2C(OC3=CC(Cl)=C(NC(=O)NC4=NOC(C)=C4)C=C3)=CC=NC2=C1,Cytochrome P450 3A4; Serum albumin; Vascular endothelial growth factor receptor 1; Vascular endothelial growth factor receptor 2; Vascular endothelial growth factor receptor 3; Mast/stem cell growth factor receptor Kit; Platelet-derived growth factor receptor beta; P-glycoprotein 1; ATP-binding cassette sub-family G member 2; Receptor-type tyrosine-protein kinase FLT3; Platelet-derived growth factor receptor alpha; Protein-tyrosine kinase 6; Angiopoietin-1 receptor; Fibroblast growth factor receptor 1; Hepatocyte growth factor receptor,P08684; P02768; P17948; P35968; P35916; P10721; P09619; P08183; Q9UNQ0; P36888; P16234; Q13882; Q02763; P11362; P08581,CYP3A4; ALB; FLT1; KDR; FLT4; KIT; PDGFRB; ABCB1; ABCG2; FLT3; PDGFRA; PTK6; TEK; FGFR1; MET,true
Tarenflurbil is an investigational drug that was studied in patients with mild Alzheimer's disease. It is a selective amyloid lowering agent (SALA) that reduces levels of the toxic peptide amyloid beta 42 (Aβ42) in cultured human cells and in animal models. Aβ42 is the primary initiator of neurotoxicity and amyloid plaque development in the brains of Alzheimer's disease patients. In June 2008 development of the drug for Alzheimer's disease was discontinued. Tarenflurbil has also been used in trials studying the treatment of Prostate Cancer.,Tarenflurbil,501W00OOWA,C[C@@H](C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1,NF-kappa-B essential modulator,Q9Y6K9,IKBKG,false
"Duloxetine is a dual serotonin and norepinephrine reuptake inhibitor.[label] It was originally discovered in 1993 and developed by Eli Lilly and Company as LY248686.[A178741] Duloxetine first received approval from the FDA in August, 2004 as Cymbalta for the treatment of Major Depressive Disorder.[L6454] It has since received approval for a variety of indications including the treatment of neuropathic pain, Generalized Anxiety disorder, osteoarthritis, and stress incontinence. Duloxetine continues to be investigated for the treatment of pain in cancer, surgery, and more.",Duloxetine,O5TNM5N07U,CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1,Sodium-dependent serotonin transporter; Sodium-dependent dopamine transporter; Sodium-dependent noradrenaline transporter; Cytochrome P450 1A2; Cytochrome P450 2D6; Cytochrome P450 2C9; Serum albumin; alpha1-acid glycoprotein; P-glycoprotein 1; Cytochrome P450 3A4; Cytochrome P450 2B6; Cytochrome P450 2C19,P31645; Q01959; P23975; P05177; P10635; P11712; P02768; P02763; P19652; P08183; P08684; P20813; P33261,SLC6A4; SLC6A3; SLC6A2; CYP1A2; CYP2D6; CYP2C9; ALB; ORM1; ORM2; ABCB1; CYP3A4; CYP2B6; CYP2C19,true
"XL999 has the potential to provide benefit to patients with lung cancer and acute myelogenous leukemia. XL999 is a new chemical entity that inhibits a spectrum of receptor tyrosine kinases (RTKs) with growth promoting and angiogenic properties, including FGFR 1/3, PDGFRα/β, VEGFR2/KDR, KIT, and FLT3. XL999 also inhibits FLT4 and SRC. XL999 has the potential to prevent tumor growth — both directly by a novel effect on tumor cell proliferation and indirectly through inhibition of the host angiogenic response. XL999 induces a cell-cycle block by a mechanism distinct from those previously identified and exhibits broad antitumor activity in xenograft models.

",XL999,,,Fibroblast growth factor receptor 3; Fibroblast growth factor receptor 1; Vascular endothelial growth factor receptor 2; Receptor-type tyrosine-protein kinase FLT3; Platelet-derived growth factor receptor beta; RET proto-oncogene,P22607; P11362; P35968; P36888; P09619; O43519,FGFR3; FGFR1; KDR; FLT3; PDGFRB; RET,false
"MDX-018, also known as HuMax-Inflam, is a fully human antibody that is directed to IL-8 (interleukin-8) and may have potential application in oncology and inflammation. Trials will initially focus on studies to treat glioblastoma, a cancer of the central nervous system. Other possible indications include chronic obstructive pulmonary disease (COPD) and pustular dermatoses. In pre-clinical studies, HuMax-Inflam has been shown to inhibit tumor growth in tumor models using primary human tumors in immunodeficient mice. HuMax-Inflam was also effective in reducing disease activity in palmoplantar pustulosis patients in a clinical study.",MDX-018,,,Interleukin-8,P10145,CXCL8,false
"Ingenol mebutate was approved by the FDA in January 2012, and it is marketed under the name Picato®. Picato gel is indicated for the topical treatment of actinic keratosis. Before approval, ingenol mebutate was called PEP005 as an investigational drug. PEP005 is a selective small molecule activator of protein kinase C (PKC) extracted from the plant Euphorbia peplus, whose sap has been used as a traditional medicine for the treatment of skin conditions including warts and cancer. PEP005 also has potent anti-leukemic effects, inducing apoptosis in myeloid leukemia cell lines and primary AML cells at nanomolar concentrations.",Ingenol mebutate,7686S50JAH,[H][C@@]12C[C@@H](C)[C@]34C=C(C)[C@H](OC(=O)C(\C)=C/C)[C@@]3(O)[C@H](O)C(CO)=C[C@@]([H])(C4=O)[C@]1([H])C2(C)C,Protein kinase C delta type; Protein kinase C alpha type,Q05655; P17252,PRKCD; PRKCA,true
"Alectinib is a second generation oral drug that selectively inhibits the activity of anaplastic lymphoma kinase (ALK) tyrosine kinase. It is specifically used in the treatment of non-small cell lung cancer (NSCLC) expressing the ALK-EML4 (echinoderm microtubule-associated protein-like 4) fusion protein that causes proliferation of NSCLC cells. Inhibition of ALK prevents phosphorylation and subsequent downstream activation of STAT3 and AKT resulting in reduced tumour cell viability. 

Approved under accelerated approval in 2015, alectinib is indicated for use in patients who have progressed on or were not tolerant of crizotinib, which is associated with the development of resistance.",Alectinib,LIJ4CT1Z3Y,CCC1=CC2=C(C=C1N1CCC(CC1)N1CCOCC1)C(C)(C)C1=C(C3=CC=C(C=C3N1)C#N)C2=O,ALK tyrosine kinase receptor; ATP-binding cassette sub-family G member 2; P-glycoprotein 1,Q9UM73; Q9UNQ0; P08183,ALK; ABCG2; ABCB1,true
"Entrectinib is a tropomyosin receptor tyrosine kinase (TRK) TRKA, TRKB, TRKC, proto-oncogene tyrosine-protein kinase ROS1, and anaplastic lymphoma kinase (ALK) inhibitor.[L8081] It was approved by the FDA in August 2019 for use in the treatment of ROS1-positive metastatic non-small cell lung cancer and NTRK gene fusion positive solid tumors.[L8207] Entrectinib's approved use is meant as a last line of therapy due to its accelerated approval based on early trial data. This therapy offers benefit over similar ALK inhibitors such as [alectinib], [ceritinib], and [lorlatinib] due to a wider range of targets.[A183929]",Entrectinib,L5ORF0AN1I,CN1CCN(CC1)C1=CC=C(C(=O)NC2=NNC3=CC=C(CC4=CC(F)=CC(F)=C4)C=C23)C(NC2CCOCC2)=C1,Cytochrome P450 3A4; P-glycoprotein 1; High affinity nerve growth factor receptor; BDNF/NT-3 growth factors receptor; NT-3 growth factor receptor; Proto-oncogene tyrosine-protein kinase ROS; Tyrosine-protein kinase JAK2; Activated CDC42 kinase 1,P08684; P08183; P04629; Q16620; Q16288; P08922; O60674; Q07912,CYP3A4; ABCB1; NTRK1; NTRK2; NTRK3; ROS1; JAK2; TNK2,true
"Alkaline Phosphatase (AP) is an oral treatment and has a very
favorable side-effect profile. AP only acts locally in the colon to reduce the continuous inflammation of the colon by endotoxin from Gram-negative bacteria and extracellular ATP in UC patients.",Alkaline Phosphatase,,,"","","",false
"Magnesium hydroxide is used primarily in ""Milk of Magnesia"", a white aqueous, mildly alkaline suspension of magnesium hydroxide formulated at about 8%w/v. Milk of magnesia is primarily used to alleviate constipation, but can also be used to relieve indigestion and heartburn. When taken internally by mouth as a laxative, the osmotic force of the magnesia suspension acts to draw fluids from the body and to retain those already within the lumen of the intestine, serving to distend the bowel, thus stimulating nerves within the colon wall, inducing peristalsis and resulting in evacuation of colonic contents.",Magnesium cation,T6V3LHY838,[Mg++],Sodium/potassium-transporting ATPase subunit alpha-1,P05023,ATP1A1,true
Ibodutant has been used in trials studying the treatment of Irritable Bowel Syndrome and Irritable Bowel Syndrome With Diarrhea.,Ibodutant,1H7RSQ28BJ,CC1=CC=C2C=C(SC2=C1)C(=O)NC1(CCCC1)C(=O)N[C@H](CC1=CC=CC=C1)C(=O)NCC1CCN(CC2CCOCC2)CC1,"","","",false
"TU-100 has been used in trials studying the treatment of Abdominal Pain, Colonic Transit, Crohn's Disease, Rectal Sensation, and Gastric Emptying, among others.",TU-100,N3KQ8A1E0X,CN1C2C3=C(C1C1=CC=CC=C1C2=O)C(=O)C1=CC=CC=C1C3=O,"","","",false
"CoviGlobulin, a rabbit polyclonal antibody, was specifically designed as a potential therapy for COVID-19. Rabbit polyclonal antibodies are derived from the rabbit, a common animal host for polyclonal production. The antibodies themselves are produced in response to an immunogen and derived from antibody-producing plasma cells that were once B-cell clones. Different antibodies have different mechanisms of action depending on their target. Current applications of antibodies include, but are not limited to, targeting cancer, inflammatory diseases, organ transplantation, cardiovascular disease, infection, respiratory disease, and ophthalmologic disease.",CoviGlobulin,,,"","","",false
"Tannic acid is a polyphenolic compound. It is a type of the commercially available tannins. It acts as a weak acid. Tannic acid is found in the nutgalls formed by insects on twigs of certain oak trees (Quercus infectoria and other Quercus species). It is removed and used as medicine. In the old days it was used as antidote against different poisons. 
Nowadays, tannic acid is applied topically for the treatment of cold sores, diaper rash, fever blisters and poison ivy. Tannic acid is also taken by mouth and applied directly for bleeding, chronic diarrhea, dysentery, bloody urine, painful joints, persistent coughs, and cancer.",Tannic acid,28F9E0DJY6,OC1=CC(=CC(O)=C1O)C(=O)OC1=C(O)C(O)=CC(=C1)C(=O)OC[C@H]1OC(OC(=O)C2=CC(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C(O)C(O)=C2)[C@H](OC(=O)C2=CC(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C(O)C(O)=C2)[C@@H](OC(=O)C2=CC(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C(O)C(O)=C2)[C@@H]1OC(=O)C1=CC(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C(O)C(O)=C1,"","","",true
"A bivalent cancer vaccine comprised of a modified vaccinia virus Ankara (MVA) strain encoding human mucin 1 (MUC1) and interleukin-2 (IL-2) with potential immunostimulating and antineoplastic activities. Originally developed for the eradication of smallpox, MVA is a highly attenuated and replication-defective strain incapable of virion assembly and exerts potent immunostimulatory activity against antigens. Vaccination with MVA-MUC1-IL2 vaccine may stimulate the host immune system to mount a humoral and cytotoxic T lymphocyte (CTL) responses against tumor cells expressing MUC1, a tumor associated antigen, resulting in tumor cell lysis. Expression of IL-2 augments the specific CTL response against MUC1 expressing cells. [L5191]",TG4010,WQQ9XZH2CC,,Mucin-1; Interleukin-2,P15941; P60568,MUC1; IL2,false
"Methotrexate is a folate derivative that inhibits several enzymes responsible for nucleotide synthesis.[A180322] This inhibition leads to suppression of inflammation as well as prevention of cell division.[A180322] Because of these effects, methotrexate is often used to treat inflammation caused by arthritis or to control cell division in neoplastic diseases such as breast cancer and non-Hodgkin's lymphoma.[A180322,L7144,L7147,L7150,L7180]

Due to the toxic effects of methotrexate, it is indicated for treatment of some forms of arthritis and severe psoriasis only if first line treatment has failed or patients are intolerant of those treatments.[L7180]

Methotrexate was granted FDA approval on 7 December 1953.[L7198]",Methotrexate,YL5FZ2Y5U1,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,"Dihydrofolate reductase; Aldehyde oxidase; Methylenetetrahydrofolate reductase; Serum albumin; Canalicular multispecific organic anion transporter 2; Multidrug resistance-associated protein 4; Multidrug resistance-associated protein 1; Solute carrier family 22 member 6; Multidrug resistance-associated protein 7; Solute carrier family 22 member 8; Canalicular multispecific organic anion transporter 1; P-glycoprotein 1; Solute carrier organic anion transporter family member 1A2; Monocarboxylate transporter 1; ATP-binding cassette sub-family C member 11; Solute carrier organic anion transporter family member 1B3; Solute carrier family 22 member 11; Solute carrier organic anion transporter family member 1C1; Solute carrier organic anion transporter family member 3A1; ATP-binding cassette sub-family G member 2; Solute carrier family 22 member 7; Solute carrier organic anion transporter family member 1B1; 6-phosphogluconate dehydrogenase, decarboxylating; Proton-coupled folate transporter; Folylpolyglutamate synthase, mitochondrial; Gamma-glutamyl hydrolase; Dihydrofolate reductase; Thymidylate synthase; Bifunctional purine biosynthesis protein PURH; Solute carrier organic anion transporter family member 4C1; Folate transporter 1; Folate receptor alpha; Cytochrome P450 3A4; Thymidylate synthase; Bifunctional purine biosynthesis protein PURH; Folate receptor beta; Solute carrier family 15 member 1; Proton-coupled amino acid transporter 1; Carboxypeptidase G2",P00374; Q06278; P42898; P02768; O15438; O15439; P33527; Q4U2R8; Q5T3U5; Q8TCC7; Q92887; P08183; P46721; P53985; Q96J66; Q9NPD5; Q9NSA0; Q9NYB5; Q9UIG8; Q9UNQ0; Q9Y694; Q9Y6L6; P52209; Q96NT5; Q05932; Q92820; P04818; P31939; Q6ZQN7; P41440; P15328; P08684; P14207; P46059; Q7Z2H8; P06621,DHFR; AOX1; MTHFR; ALB; ABCC3; ABCC4; ABCC1; SLC22A6; ABCC10; SLC22A8; ABCC2; ABCB1; SLCO1A2; SLC16A1; ABCC11; SLCO1B3; SLC22A11; SLCO1C1; SLCO3A1; ABCG2; SLC22A7; SLCO1B1; PGD; SLC46A1; FPGS; GGH; TYMS; ATIC; SLCO4C1; SLC19A1; FOLR1; CYP3A4; FOLR2; SLC15A1; SLC36A1; cpg2,true
"Vorinostat (rINN) or suberoylanilide hydroxamic acid (SAHA), is a drug currently under investigation for the treatment of cutaneous T cell lymphoma (CTCL), a type of skin cancer, to be used when the disease persists, gets worse, or comes back during or after treatment with other medicines. It is the first in a new class of agents known as histone deacetylase inhibitors.  A recent study suggested that vorinostat also possesses some activity against recurrent glioblastoma multiforme, resulting in a median overall survival of 5.7 months (compared to 4 - 4.4 months in earlier studies). Further brain tumor trials are planned using combinations of vorinostat with other drugs.",Vorinostat,58IFB293JI,ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1,Histone deacetylase 1; Histone deacetylase 2; Histone deacetylase 3; Histone deacetylase 6; Histone deacetylase 8; Acetoin utilization protein; Histone deacetylase,Q13547; Q92769; O15379; Q9UBN7; Q9BY41; O67135; Q13547; Q969S8; Q96DB2; Q92769; O15379; P56524; Q9UQL6; Q9UBN7; Q8WUI4; Q9BY41; Q9UKV0,HDAC1; HDAC2; HDAC3; HDAC6; HDAC8; acuC1; HDAC1; HDAC10; HDAC11; HDAC2; HDAC3; HDAC4; HDAC5; HDAC6; HDAC7; HDAC8; HDAC9,true
"Pegfilgrastim is a PEGylated form of the recombinant human granulocyte colony-stimulating factor (G-CSF) analogue, [filgrastim].[A187601] The drug is approved for use to decrease the incidence of infection, as manifested by febrile neutropenia, in susceptible patients with with non-myeloid cancer receiving myelosuppressive anti-cancer treatment.[L9746] Although the risk of developing febrile neutropenia is less than 20% in many readily used chemotherapy regimens,[A248855] infections pose risks of hospitalization and mortalities.[A187631] Due to the relatively short circulating half-life of filgrastim, a 20 kDa PEG moiety was covalently conjugated to the N-terminus of filgrastim (at the methionine residue) to develop longer-acting pegfilgrastim.[A29,A187607] Due to a longer half-life and slower elimination rate than filgrastim, pegfilgrastim requires less frequent dosing than filgrastim; however, pegfilgrastim has a comparable pharmacological activity to filgrastim and binds to the G-CSF receptor to stimulate the proliferation, differentiation, and activation of neutrophils.[A187607]

First developed by Amgen, pegfilgrastim was initially approved by the FDA in 2002 and marketed as Neulasta. It is typically administered via a subcutaneous injection. There are several pegfilgrastim biosimilars (Fulphila, Pelgraz or Lapelga, Pelmeg, Udenyca, Ziextenzo, Grasustek, Fylnetra) by Health Canada, European Union (EU), and FDA that are approved to reduce infection risk.[L9779,L9785] These biosimilars are highly similar to the reference product, Neulasta, in terms of pharmacological and pharmacokinetic profile and conditions of use.[L9974]",Pegfilgrastim,3A58010674,,Granulocyte colony-stimulating factor receptor; Neutrophil elastase,Q99062; P08246,CSF3R; ELANE,true
"Capmatinib is a small molecule kinase inhibitor targeted against c-Met (a.k.a. hepatocyte growth factor receptor [HGFR]), a receptor tyrosine kinase that, in healthy humans, activates signaling cascades involved in organ regeneration and tissue repair.[A199122] Aberrant c-Met activation - via mutations, amplification, and/or overexpression - is known to occur in many types of cancer, and leads to overactivation of multiple downstream signaling pathways such as STAT3, PI3K/ATK, and RAS/MAPK.[A199122] Mutations in _MET_ have been detected in non-small cell lung cancer (NSCLC), and the prevalence of _MET_ amplification in epidermal growth factor receptor tyrosine kinase inhibitor (EGFR-TKI)-naive patients with NSCLC has been reported to be 1.4% - 21%.[A199122] This co-occurrence has made c-Met a desirable target in the treatment of NSCLC.

Manufactured by Novartis and marketed under the brand name Tabrecta, capmatinib was granted accelerated approval by the FDA on May 6, 2020,[L13380] for the treatment of NSCLC in patients whose tumors have a mutation that leads to mesenchymal-epithelial transition (MET) exon 14 skipping.[L13347] The presence of the mutation must be confirmed by an FDA-approved test, such as the FoundationOne CDx assay (manufactured by Foundation Medicine, Inc.), which was approved by the FDA on the same day.[L13380] As this indication was granted under an accelerated approval, its continued approval is contingent upon verification of capmatinib's benefit in confirmatory trials.[L13347] Capmatinib was approved by Health Canada on June 8, 2022.[L42015]",Capmatinib,TY34L4F9OZ,CNC(=O)C1=C(F)C=C(C=C1)C1=NN2C(CC3=CC4=C(C=C3)N=CC=C4)=CN=C2N=C1,Cytochrome P450 3A4; Aldehyde oxidase; Hepatocyte growth factor receptor; P-glycoprotein 1; Multidrug and toxin extrusion protein 1; Multidrug and toxin extrusion protein 2; Cytochrome P450 1A2; ATP-binding cassette sub-family G member 2,P08684; Q06278; P08581; P08183; Q96FL8; Q86VL8; P05177; Q9UNQ0,CYP3A4; AOX1; MET; ABCB1; SLC47A1; SLC47A2; CYP1A2; ABCG2,true
"Levoleucovorin is the enantiomerically active form of Folinic Acid (also known as 5-formyl tetrahydrofolic acid or leucovorin). Commercially available leucovorin is composed of a 1:1 racemic mixture of the dextrorotary and levorotary isomers, while levoleucovorin contains only the pharmacologically active levo-isomer. In vitro, the levo-isomer has been shown to be rapidly converted to the biologically available methyl-tetrahydrofolate form while the dextro form is slowly excreted by the kidneys. Despite this difference in activity, the two commercially available forms have been shown to be pharmacokinetically identical and may be used interchangeably with limited differences in efficacy or side effects (Kovoor et al, 2009). 

As folate analogs, levoleucovorin and leucovorin are both used to counteract the toxic effects of folic acid antagonists, such as methotrexate, which act by inhibiting the enzyme dihydrofolate reductase (DHFR). They are indicated for use as rescue therapy following use of high-dose methotrexate in the treatment of osteosarcoma or for diminishing the toxicity associated with inadvertent overdosage of folic acid antagonists. Levoleucovorin, as the product Fusilev (FDA), has an additional indication for use in combination chemotherapy with 5-fluorouracil in the palliative treatment of patients with advanced metastatic colorectal cancer. 

Folic acid is an essential B vitamin required by the body for the synthesis of purines, pyrimidines, and methionine before incorporation into DNA or protein. However, in order to function in this role, it must first be reduced by the enzyme dihydrofolate reductase (DHFR) into the cofactors dihydrofolate (DHF) and tetrahydrofolate (THF). This important pathway, which is required for de novo synthesis of nucleic acids and amino acids, is disrupted when high-dose methotrexate is used for cancer therapy. As methotrexate functions as a DHFR inhibitor to prevent DNA synthesis in rapidly dividing cells, it also prevents the formation of DHF and THF. This results in a deficiency of coenzymes and a resultant buildup of toxic substances that are responsible for numerous adverse side effects of methotrexate therapy. As levoleucovorin and leucovorin are analogs of tetrahydrofolate (THF), they are able to bypass DHFR reduction and act as a cellular replacement for the co-factor THF, thereby preventing these toxic side effects.",Levoleucovorin,990S25980Y,NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1,Serine hydroxymethyltransferase,P0A827,glyA,true
"AVI-4557 is an oral antisense compound that selectively inhibits the metabolic enzyme cytochrome P450 3A4 (CYP), a liver enzyme responsible for the metabolism or breakdown of approximately half of currently marketed drugs. Studies indicate that AVI-4557 can successfully reduce the rate of metabolism for certain drugs, therefore allowing greater and longer availability of the drug in the patient's system through a decrease in clearance and an increase in maximal blood concentration (Cmax). AVI-4557 is therefore indicated to limit toxicity for patients receiving highly-toxic therapeutic drugs for treatment of anxiety, cancer, and a number of other serious conditions.",AVI-4557,,,Hepatocyte nuclear factor 4-alpha,P41235,HNF4A,false
"Ivosidenib is a first-in-class isocitrate dehydrogenase-1 (IDH1) inhibitor. IDH1 is an enzyme that is often mutated and overexpressed in some cancers, leading to aberrant cell growth and proliferation.[A248750] Ivosidenib inhibits mutated IDH1, blocking the enzymatic activity and further differentiation of cancer cells.[A248745]

Ivosidenib was granted accelerated approval by the FDA in July 2018 for the treatment of relapsed of refractory acute myeloid leukemia in adults.[A248745] It is currently approved to also treat newly diagnosed acute myeloid leukemia in older adults in combination [azacitidine] or as monotherapy, as well as locally advanced or metastatic cholangiocarcinoma in adults. The drug is only effective in patients with a susceptible IDH1 mutation.[L41870]",Ivosidenib,Q2PCN8MAM6,[H][C@@](N(C(=O)[C@]1([H])CCC(=O)N1C1=NC=CC(=C1)C#N)C1=CC(F)=CN=C1)(C(=O)NC1CC(F)(F)C1)C1=C(Cl)C=CC=C1,Isocitrate dehydrogenase [NADP] cytoplasmic; Cytochrome P450 3A4; Cytochrome P450 2B6; Cytochrome P450 2C9; Cytochrome P450 2C8; Solute carrier family 22 member 8; P-glycoprotein 1,O75874; P08684; P20813; P11712; P10632; Q8TCC7; P08183,IDH1; CYP3A4; CYP2B6; CYP2C9; CYP2C8; SLC22A8; ABCB1,true
"Fentanyl, a potent opioid agonist, was developed in the 1950s to fill a need for strong and rapid analgesia.[A179542] Because of these characteristics, fentanyl is commonly used to treat chronic cancer pain or in anesthesia.[Label,L6598,L6601,L6604,L6607,L922,L6610,L6613] Fentanyl is related to other opioids like [morphine] and [oxycodone].

Fentanyl's high potency has also made it a common adulterant in illicit drugs, especially heroin.[A179542] In 2017, 47600 overdose deaths in the United States involved some opioid (over 2/3 of all overdose deaths).[L6748] Opioid overdoses kill an average of 11 Canadians daily.[L6751]

Fentanyl was FDA approved in 1968.[Label,L6598,L6601,L6604,L6607,L922,L6610,L6613]",Fentanyl,UF599785JZ,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,Mu-type opioid receptor; Delta-type opioid receptor; Cytochrome P450 3A4; Cytochrome P450 3A7; P-glycoprotein 1; Kappa-type opioid receptor; P-glycoprotein 1; Serum albumin; alpha1-acid glycoprotein,P35372; P41143; P08684; P24462; P08183; P41145; P02768; P02763; P19652,OPRM1; OPRD1; CYP3A4; CYP3A7; ABCB1; OPRK1; ALB; ORM1; ORM2,true
"Nintedanib is a small molecule kinase inhibitor used in the treatment of pulmonary fibrosis, systemic sclerosis-associated interstitial lung disease, and non-small cell lung cancer (NSCLC).[L8453,L8459] It was first approved for use in the United States in 2014.[L8453] Within the spectrum of idiopathic pulmonary fibrosis treatment options, nintedanib is currently one of only two disease-modifying therapies available and indicated for the condition (the other being [Pirfenidone]) and as such is  used as a first-line treatment following diagnosis to slow down the progressive loss of lung function.[A185237] As a chemotherapeutic agent for NSCLC, nintedanib, in combination with [Docetaxel], is reserved for patients who have tried and failed first-line chemotherapeutic options.[L8459]",Nintedanib,G6HRD2P839,COC(=O)C1=CC=C2C(NC(=O)\C2=C(/NC2=CC=C(C=C2)N(C)C(=O)CN2CCN(C)CC2)C2=CC=CC=C2)=C1,Vascular endothelial growth factor receptor 1; Vascular endothelial growth factor receptor 2; Vascular endothelial growth factor receptor 3; Platelet-derived growth factor receptor alpha; Platelet-derived growth factor receptor beta; Fibroblast growth factor receptor 1; Fibroblast growth factor receptor 2; Fibroblast growth factor receptor 3; Receptor-type tyrosine-protein kinase FLT3; Tyrosine-protein kinase Lck; Tyrosine-protein kinase Lyn; Proto-oncogene tyrosine-protein kinase Src; P-glycoprotein 1; Cytochrome P450 3A4; Solute carrier family 22 member 1; Serum albumin; UDP-glucuronosyltransferase 1-1; UDP-glucuronosyltransferase 1-7; UDP-glucuronosyltransferase 1-8; UDP-glucuronosyltransferase 1-10; ATP-binding cassette sub-family G member 2,P17948; P35968; P35916; P16234; P09619; P11362; P21802; P22607; P36888; P06239; P07948; P12931; P08183; P08684; O15245; P02768; P22309; Q9HAW7; Q9HAW9; Q9HAW8; Q9UNQ0,FLT1; KDR; FLT4; PDGFRA; PDGFRB; FGFR1; FGFR2; FGFR3; FLT3; LCK; LYN; SRC; ABCB1; CYP3A4; SLC22A1; ALB; UGT1A1; UGT1A7; UGT1A8; UGT1A10; ABCG2,true
"Hexaminolevulinate is an optical imaging drug. In solution form it is instilled intravesically for use with photodynamic blue light cystoscopy as an adjunct to white light cystoscopy. On May 28, 2010, the U.S. Food and Drug Administration (FDA) granted approval for hexaminolevulinate hydrochloride (Cysview for Intravesical Solution, Photocure ASA), as an optical imaging agent for use in combination with the Karl Storz Photodynamic Diagnostic D-Light C (PDD) System for cystoscopic detection of non-muscle invasive papillary cancer of the bladder for patients suspected or known to have lesion(s) on the basis of a prior cystoscopy. Hexaminolevulinate is manufactured under the brand Cysview® by Photocure ASA. In Europe, Hexaminolevulinate is marketed under the brand Hexvix®.",Hexaminolevulinate,G7H20TKI67,[H]N([H])CC(=O)CCC(=O)OCCCCCC,"","","",true
